Log file open, 05/04/16 00:25:25
LogInit:Display: Running engine for game: MyShaders
LogConfig:Warning: Failed to saved backup for config[Game]
LogConfig:Warning: Failed to saved backup for config[Input]
LogConfig:Warning: Failed to saved backup for config[Editor]
LogConfig:Warning: Failed to saved backup for config[Compat]
LogConfig:Warning: Failed to saved backup for config[Lightmass]
LogConfig:Warning: Failed to saved backup for config[Scalability]
LogInit: Version: 4.7.6-2513093+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr 15 2015 12:09:54
LogInit: Compiled with Visual C++: 18.00.21005.01
LogInit: Build Configuration: Development
LogInit: Branch Name: ++depot+UE4-Releases+4.7
LogInit: Command line:  
LogInit: Base directory: D:/Programs/Epic Games/Epic Games/4.7/Engine/Binaries/Win64/
LogInit: Rocket: 1
[2016.05.04-05.25.28:362][  0]LogTaskGraph: Started task graph with 3 named threads and 6 total threads.
[2016.05.04-05.25.28:425][  0]LogOnline:Warning: No default platform service specified for OnlineSubsystem
[2016.05.04-05.25.28:625][  0]LogInit: Presizing for 0 objects not considered by GC, pre-allocating 0 bytes.
[2016.05.04-05.25.28:778][  0]LogInit: Object subsystem initialized
[2016.05.04-05.25.28:852][  0]LogConsoleResponse:Warning: Skipping Unknown console variable: 'TranslucentSortAxis = (X=0.000000,Y=-1.000000,Z=0.000000)'
[2016.05.04-05.25.28:852][  0]LogConsoleResponse:Warning:   Found in ini file 'D:/Unreal Projects/MyShaders/Saved/Config/Windows/Engine.ini', in section '[/Script/Engine.RendererSettings]'
[2016.05.04-05.25.28:853][  0]LogConsoleResponse:Warning: Skipping Unknown console variable: 'UIScaleRule = ShortestSide'
[2016.05.04-05.25.28:853][  0]LogConsoleResponse:Warning:   Found in ini file 'D:/Unreal Projects/MyShaders/Saved/Config/Windows/Engine.ini', in section '[/Script/Engine.RendererSettings]'
[2016.05.04-05.25.28:853][  0]LogConsoleResponse:Warning: Skipping Unknown console variable: 'UIScaleCurve = (EditorCurveData=(Keys=),ExternalCurve=None)'
[2016.05.04-05.25.28:853][  0]LogConsoleResponse:Warning:   Found in ini file 'D:/Unreal Projects/MyShaders/Saved/Config/Windows/Engine.ini', in section '[/Script/Engine.RendererSettings]'
[2016.05.04-05.25.28:902][  0]LogInit: Selected Device Profile: [Windows]
[2016.05.04-05.25.28:904][  0]LogInit: Applying CVar settings loaded from the selected device profile: [Windows]
[2016.05.04-05.25.29:063][  0]LogInit: Computer: DESKTOP-3U1O9KF
[2016.05.04-05.25.29:063][  0]LogInit: User: vinti
[2016.05.04-05.25.29:063][  0]LogInit: CPU Page size=4096, Cores=4
[2016.05.04-05.25.29:063][  0]LogInit: High frequency timer resolution =3.906247 MHz
[2016.05.04-05.25.29:064][  0]LogMemory: Memory total: Physical=15.9GB (16GB approx) Virtual=131072.0GB
[2016.05.04-05.25.29:065][  0]LogMemory: Platform Memory Stats for Windows
[2016.05.04-05.25.29:065][  0]LogMemory: Process Physical Memory: 48.09 MB used, 48.09 MB peak
[2016.05.04-05.25.29:065][  0]LogMemory: Process Virtual Memory: 22.88 MB used, 22.88 MB peak
[2016.05.04-05.25.29:065][  0]LogMemory: Physical Memory: 4286.61 MB used, 16332.49 MB total
[2016.05.04-05.25.29:065][  0]LogMemory: Virtual Memory: 307.89 MB used, 134217728.00 MB total
[2016.05.04-05.25.29:219][  0]LogD3D11RHI: Found D3D11 adapter 0: NVIDIA GeForce GTX 970 (Feature Level 11_0)
[2016.05.04-05.25.29:219][  0]LogD3D11RHI: Adapter has 4008MB of dedicated video memory, 0MB of dedicated system memory, and 8166MB of shared system memory, 3 output[s]
[2016.05.04-05.25.29:220][  0]LogD3D11RHI: Found D3D11 adapter 1: Microsoft Basic Render Driver (Feature Level 11_0)
[2016.05.04-05.25.29:220][  0]LogD3D11RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 8166MB of shared system memory, 0 output[s]
[2016.05.04-05.25.29:220][  0]LogD3D11RHI: Chosen D3D11 Adapter Id = 0
[2016.05.04-05.25.29:244][  0]LogRHI: Texture pool is 1361 MB (70% of 1945 MB)
[2016.05.04-05.25.29:263][  0]LogD3D11RHI: Async texture creation enabled
[2016.05.04-05.25.30:643][  0]LogTextLocalizationManager: The requested culture ('en_US') has no localization data; parent culture's ('en') localization data will be used.
[2016.05.04-05.25.30:806][  0]LogTextLocalizationManager:Warning: Loading localization resources contain conflicting entries for (Namespace:UICommands, Key:Save_ToolTip):
Resource: (D:/Programs/Epic Games/Epic Games/4.7/Engine/Content/Localization/Editor/en/Editor.locres) Hash: (-29098895) String: (Saves the current level to disk)
Resource: (D:/Programs/Epic Games/Epic Games/4.7/Engine/Content/Localization/Engine/en/Engine.locres) Hash: (-1280300587) String: (Save selected data to vlog file)
[2016.05.04-05.25.30:806][  0]LogTextLocalizationManager:Warning: Loading localization resources contain conflicting entries for (Namespace:ContentBrowser, Key:ImportAssetToolTip):
Resource: (D:/Programs/Epic Games/Epic Games/4.7/Engine/Content/Localization/Editor/en/Editor.locres) Hash: (-630476809) String: (Import to {0}...)
Resource: (D:/Programs/Epic Games/Epic Games/4.7/Engine/Content/Localization/Editor/en/Editor.locres) Hash: (1271782899) String: (Imports an asset from file to this folder.)
[2016.05.04-05.25.30:894][  0]LogContentStreaming: Texture pool size is 0.000000MB
[2016.05.04-05.25.34:826][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2016.05.04-05.25.35:951][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2016.05.04-05.25.36:065][  0]LogDerivedDataCache:Display: Max Cache Size: 512 MB
[2016.05.04-05.25.36:363][  0]LogDerivedDataCache: Loaded boot cache 0.30s 39MB C:/Users/vinti/AppData/Local/UnrealEngine/4.7/DerivedDataCache/Boot.ddc.
[2016.05.04-05.25.36:363][  0]LogDerivedDataCache:Display: Loaded Boot cache: C:/Users/vinti/AppData/Local/UnrealEngine/4.7/DerivedDataCache/Boot.ddc
[2016.05.04-05.25.36:363][  0]LogDerivedDataCache: FDerivedDataBackendGraph:  Pak pak cache file ../../../../../../../Unreal Projects/MyShaders/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2016.05.04-05.25.36:363][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchical cache Hierarchy.
[2016.05.04-05.25.36:581][  0]LogDerivedDataCache:Display: Pak cache opened for reading ../../../Engine/DerivedDataCache/Compressed.ddp.
[2016.05.04-05.25.36:592][  0]LogDerivedDataCache: Using Local data cache path C:/Users/vinti/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2016.05.04-05.25.43:332][  0]LogMeshUtilities: No automatic mesh reduction module available
[2016.05.04-05.25.43:332][  0]LogMeshUtilities: No automatic mesh merging module available
[2016.05.04-05.25.46:609][  0]LogInit: WinSock: version 1.1 (2.2), MaxSocks=32767, MaxUdp=65467
[2016.05.04-05.25.46:838][  0]LogSlate:Warning: Failed to load font data from '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf'
[2016.05.04-05.25.52:517][  0]UdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2016.05.04-05.25.53:320][  0]SourceControl: Info Source control is disabled
